i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,total_mins_surgery_time,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
250,duration_60th_percentile,2015-03-01,50,0.9509653244910924,34.44208690023265,3629.091013476562,1,3,3
251,duration_60th_percentile,2015-03-01,48,0.8814516976257519,6.189089553395206,3338.0765065787373,1,3,5
252,duration_60th_percentile,2015-03-01,50,0.9046245143094079,38.60191388744647,3458.0825779770094,2,3,3
253,duration_60th_percentile,2015-03-01,49,0.9114475955161679,53.435527430146635,3498.7074384812618,1,4,4
254,duration_60th_percentile,2015-03-01,49,0.9200031288903575,9.461386789195899,3487.0732139947477,1,4,4
255,duration_60th_percentile,2015-03-01,47,0.9434824224867355,13.157711799894855,3579.521268799755,2,4,6
256,duration_60th_percentile,2015-03-01,48,0.9312772023995564,65.78080667741483,3586.008631747738,1,4,5
257,duration_60th_percentile,2015-03-01,47,0.9743419490421081,11.172281223511618,3694.18484860268,1,5,6
258,duration_60th_percentile,2015-03-01,47,0.9284532512061705,89.48950338791042,3599.042792947235,1,4,6
259,duration_60th_percentile,2015-03-01,47,0.9313892272380724,0.0,3520.6512789599133,0,4,6
260,duration_60th_percentile,2015-03-01,46,0.8842368219923459,0.0,3342.4151871310673,0,5,7
261,duration_60th_percentile,2015-03-01,46,0.8810795279783201,0.0,3330.48061575805,0,5,7
262,duration_60th_percentile,2015-03-01,48,0.9406562841000453,0.0,3555.6807538981716,0,4,5
263,duration_60th_percentile,2015-03-01,49,0.8370311425670574,0.0,3163.9777189034776,0,2,4
264,duration_60th_percentile,2015-03-01,46,0.9252483755584446,0.0,3497.4388596109206,0,4,7
265,duration_60th_percentile,2015-03-01,52,0.8734348474760593,0.0,3301.5837234595037,0,1,1
266,duration_60th_percentile,2015-03-01,50,0.9601031814653902,321.3259712536435,3950.5159971928183,1,2,3
267,duration_60th_percentile,2015-03-01,50,0.9245764385072855,19.955767438369207,3514.8547049959084,1,3,3
268,duration_60th_percentile,2015-03-01,45,0.8787553337172719,0.0,3321.695161451288,0,5,8
269,duration_60th_percentile,2015-03-01,51,0.9143325226733593,86.03184811410551,3542.208783819403,1,2,2
270,duration_60th_percentile,2015-03-01,49,0.8915327913908923,0.0,3369.9939514575726,0,2,4
271,duration_60th_percentile,2015-03-01,49,0.8844615620698255,0.0,3343.2647046239404,0,4,4
272,duration_60th_percentile,2015-03-01,47,0.8937700570582946,0.0,3378.450815680353,0,6,6
273,duration_60th_percentile,2015-03-01,49,0.8922981801062428,0.0,3372.8871208015976,0,3,4
274,duration_60th_percentile,2015-03-01,50,0.9013005483332183,34.85194662259596,3441.768019322161,2,2,3
275,duration_60th_percentile,2015-03-01,49,0.9297965023178991,79.34889532080695,3593.979674082466,1,4,4
276,duration_60th_percentile,2015-03-01,50,0.8957083361740591,0.0,3385.777510737944,0,3,3
277,duration_60th_percentile,2015-03-01,49,0.8918101451092378,0.0,3371.0423485129186,0,4,4
278,duration_60th_percentile,2015-03-01,50,0.9569593681684089,104.26299699700462,3721.56940867359,3,2,3
279,duration_60th_percentile,2015-03-01,48,0.9585047249826327,56.515800323425424,3679.663660757776,1,4,5
280,duration_60th_percentile,2015-03-01,48,0.8603924433052171,0.0,3252.283435693721,0,5,5
281,duration_60th_percentile,2015-03-01,50,0.9327794820806491,16.366741534079893,3542.273183798933,1,2,3
282,duration_60th_percentile,2015-03-01,50,0.8797106322018097,15.266011873682146,3340.572201596523,1,3,3
283,duration_60th_percentile,2015-03-01,52,0.959920906655879,8.847363836093336,3637.3483909953165,1,1,1
284,duration_60th_percentile,2015-03-01,51,0.9475312776741903,3.5113558495331745,3585.1795854579727,1,2,2
285,duration_60th_percentile,2015-03-01,48,0.9203676032917024,0.0,3478.989540442635,0,4,5
286,duration_60th_percentile,2015-03-01,51,0.9696686033691406,122.41144847551027,3787.758769210862,3,2,2
287,duration_60th_percentile,2015-03-01,46,0.9055248224272541,0.0,3422.8838287750204,0,4,7
288,duration_60th_percentile,2015-03-01,49,0.8831230993571199,0.0,3338.2053155699127,0,4,4
289,duration_60th_percentile,2015-03-01,45,0.8950865418976617,5.28234224863445,3388.709470621795,1,6,8
290,duration_60th_percentile,2015-03-01,47,0.8512250019665408,0.0,3217.630507433524,0,5,6
291,duration_60th_percentile,2015-03-01,49,0.9396334943439983,46.884134558797655,3598.6987431791113,2,2,4
292,duration_60th_percentile,2015-03-01,45,0.8746053183039102,0.0,3306.0081031887808,0,6,8
293,duration_60th_percentile,2015-03-01,51,0.8953351921180797,0.0,3384.3670262063406,0,2,2
294,duration_60th_percentile,2015-03-01,48,0.9121550741350826,0.0,3447.9461802306123,0,4,5
295,duration_60th_percentile,2015-03-01,46,0.862501200965806,10.442800565671405,3270.6973402164185,1,5,7
296,duration_60th_percentile,2015-03-01,51,0.9408757526156811,0.0,3556.5103448872746,0,1,2
297,duration_60th_percentile,2015-03-01,47,0.8840714313871668,0.0,3341.7900106434913,0,4,6
298,duration_60th_percentile,2015-03-01,45,0.9311253019791998,43.95931029405381,3563.6129517754293,2,5,8
299,duration_60th_percentile,2015-03-01,49,0.8653510723454717,83.29882859478857,3354.325882060672,1,3,4
300,duration_60th_percentile,2015-03-01,45,0.9302414043192285,30.930684589437988,3547.2431929161216,2,4,8
301,duration_60th_percentile,2015-03-01,46,0.8825548399739169,0.0,3336.0572951014065,0,4,7
302,duration_60th_percentile,2015-03-01,51,0.9034143225487474,141.77097162370887,3556.6771108579746,1,2,2
303,duration_60th_percentile,2015-03-01,51,0.9200954240598648,29.716573729321226,3507.6772766756103,1,2,2
304,duration_60th_percentile,2015-03-01,47,0.9405586949997994,45.79909351217816,3601.1109606114196,3,4,6
305,duration_60th_percentile,2015-03-01,46,0.8449912573653873,0.0,3194.066952841164,0,5,7
306,duration_60th_percentile,2015-03-01,46,0.8976388906665796,13.497469543991542,3406.572476263663,2,5,7
307,duration_60th_percentile,2015-03-01,50,0.8717850875237063,0.0,3295.3476308396102,0,3,3
308,duration_60th_percentile,2015-03-01,48,0.8684758973250738,0.0,3282.838891888779,0,5,5
309,duration_60th_percentile,2015-03-01,48,0.9558523442531983,5.610408583488038,3618.7322698605776,1,3,5
310,duration_60th_percentile,2015-03-01,43,0.885353050330627,0.0,3346.6345302497693,0,6,10
311,duration_60th_percentile,2015-03-01,50,0.8827424611612981,9.664523966760044,3346.431027156467,1,3,3
312,duration_60th_percentile,2015-03-01,51,0.9494643693968217,6.145146386862734,3595.1204627068482,1,2,2
313,duration_60th_percentile,2015-03-01,44,0.9177751135323985,0.0,3469.189929152467,0,5,9
314,duration_60th_percentile,2015-03-01,50,0.9058771751680627,99.91297587566703,3524.128698010944,1,2,3
315,duration_60th_percentile,2015-03-01,48,0.9167593674175404,0.0,3465.3504088383024,0,4,5
316,duration_60th_percentile,2015-03-01,46,0.9412579887718063,32.95771264564428,3590.912910203072,2,5,7
317,duration_60th_percentile,2015-03-01,50,0.8710767223918037,0.0,3292.670010641017,0,3,3
318,duration_60th_percentile,2015-03-01,47,0.8711816779519257,2.0441805801593773,3295.1109232384383,1,5,6
319,duration_60th_percentile,2015-03-01,50,0.9228666200693788,0.0,3488.435823862252,0,3,3
320,duration_60th_percentile,2015-03-01,47,0.8892819151046846,2.270792081696868,3363.7564311774045,1,3,6
321,duration_60th_percentile,2015-03-01,50,0.9309353178093139,64.99660575792245,3583.932107077129,1,3,3
322,duration_60th_percentile,2015-03-01,49,0.9324071502752156,5.787573102815372,3530.2866011431306,1,3,4
323,duration_60th_percentile,2015-03-01,48,0.8806088600401983,10.713388059332942,3339.414879011283,1,4,5
324,duration_60th_percentile,2015-03-01,46,0.865080073947915,86.73135114489742,3356.7340306680157,1,6,7
325,duration_60th_percentile,2015-03-01,48,0.8836888882063221,6.64747929247801,3346.9914767123755,1,5,5
326,duration_60th_percentile,2015-03-01,45,0.9300772439826258,0.0,3515.6919822543246,0,6,8
327,duration_60th_percentile,2015-03-01,51,0.9094617806496759,0.0,3437.7655308557746,0,2,2
328,duration_60th_percentile,2015-03-01,47,0.9086918742093968,0.0,3434.85528451152,0,6,6
329,duration_60th_percentile,2015-03-01,49,0.8699608849138744,0.0,3288.4521449744448,0,4,4
330,duration_60th_percentile,2015-03-01,44,0.8846661923957743,0.0,3344.0382072560265,0,7,9
331,duration_60th_percentile,2015-03-01,46,0.8344772209758168,3.522948999717869,3157.846844288305,1,5,7
332,duration_60th_percentile,2015-03-01,44,0.968001316017281,62.64216364814513,3721.6871381934675,3,4,9
333,duration_60th_percentile,2015-03-01,49,0.9228317625898674,62.81999539380263,3551.124057983502,1,3,4
334,duration_60th_percentile,2015-03-01,47,0.8981231359117909,0.0,3394.9054537465695,0,4,6
335,duration_60th_percentile,2015-03-01,50,0.9301946618575266,16.991887696604977,3533.127709518056,1,3,3
336,duration_60th_percentile,2015-03-01,51,0.9020798262483762,0.0,3409.8617432188626,0,2,2
337,duration_60th_percentile,2015-03-01,49,0.9127676166075244,18.230016211771385,3468.4916069882133,2,4,4
338,duration_60th_percentile,2015-03-01,49,0.9129548225841788,0.0,3450.969229368196,0,4,4
339,duration_60th_percentile,2015-03-01,47,0.8732922383336351,0.0,3301.04466090114,0,4,6
340,duration_60th_percentile,2015-03-01,47,0.920244500264409,0.0,3478.524210999466,0,5,6
341,duration_60th_percentile,2015-03-01,47,0.9436897184355921,85.18079607893765,3652.3279317654756,1,5,6
342,duration_60th_percentile,2015-03-01,51,0.9097525402319308,20.13947825491539,3459.004080331614,2,2,2
343,duration_60th_percentile,2015-03-01,51,0.8922301515368586,0.0,3372.629972809326,0,2,2
344,duration_60th_percentile,2015-03-01,49,0.8930323575508138,0.0,3375.662311542077,0,3,4
345,duration_60th_percentile,2015-03-01,52,0.9090360839523356,32.09947931072554,3468.255876650554,2,1,1
346,duration_60th_percentile,2015-03-01,50,0.9027858915675439,0.0,3412.5306701253157,0,3,3
347,duration_60th_percentile,2015-03-01,49,0.9200228560377955,0.0,3477.686395822867,0,4,4
348,duration_60th_percentile,2015-03-01,50,0.9188499567303942,0.0,3473.2528364408895,0,3,3
349,duration_60th_percentile,2015-03-01,47,0.9202653003085794,28.654232189017307,3507.257067355448,3,4,6
350,duration_60th_percentile,2015-03-01,50,0.8992743830420353,28.17032767092678,3427.42749556982,1,3,3
351,duration_60th_percentile,2015-03-01,50,0.9043184664645719,5.447260713373112,3423.771063949455,1,3,3
352,duration_60th_percentile,2015-03-01,50,0.905962883035631,12.56919429978609,3437.108892174471,1,3,3
353,duration_60th_percentile,2015-03-01,51,0.9079273537149435,11.879665518548677,3443.845062561036,1,2,2
354,duration_60th_percentile,2015-03-01,51,0.9360222653132547,10.5175048641471,3548.68166774825,2,2,2
355,duration_60th_percentile,2015-03-01,49,0.8848291520769117,0.0,3344.654194850727,0,3,4
356,duration_60th_percentile,2015-03-01,46,0.8759477630508548,0.0,3311.0825443322315,0,6,7
357,duration_60th_percentile,2015-03-01,50,0.8962099129381773,0.0,3387.6734709063107,0,2,3
358,duration_60th_percentile,2015-03-01,51,0.9014027066052278,0.0,3407.302230967761,0,2,2
359,duration_60th_percentile,2015-03-01,49,0.859189523094922,0.0,3247.736397298805,0,4,4
360,duration_60th_percentile,2015-03-01,46,0.9013800689885441,17.428395510085466,3424.645056286782,1,4,7
361,duration_60th_percentile,2015-03-01,46,0.8517977353555903,0.0,3219.795439644131,0,5,7
362,duration_60th_percentile,2015-03-01,45,0.889430403845431,0.0,3362.0469265357297,0,7,8
363,duration_60th_percentile,2015-03-01,49,0.9193252665888906,0.0,3475.049507706007,0,3,4
364,duration_60th_percentile,2015-03-01,51,0.8745415878615297,0.0,3305.7672021165827,0,2,2
365,duration_60th_percentile,2015-03-01,48,0.9630976168633982,53.33150427060559,3693.840496014251,2,3,5
366,duration_60th_percentile,2015-03-01,50,0.9125158038510858,0.0,3449.3097385571045,0,3,3
367,duration_60th_percentile,2015-03-01,46,0.9253487139328326,7.398180347028529,3505.216319013136,1,5,7
368,duration_60th_percentile,2015-03-01,49,0.8736759528991335,24.531561260309786,3327.0266632190346,1,4,4
369,duration_60th_percentile,2015-03-01,47,0.8935901647973031,3.0507619528215173,3380.8215848866266,1,4,6
370,duration_60th_percentile,2015-03-01,52,0.9326620250263586,9.27843700491053,3534.740891604546,2,1,1
371,duration_60th_percentile,2015-03-01,50,0.9050412399016893,8.82858006625986,3429.8844668946454,1,3,3
372,duration_60th_percentile,2015-03-01,49,0.9323124142043314,10.312530711682484,3534.4534564040555,1,3,4
373,duration_60th_percentile,2015-03-01,47,0.8684677897033007,0.0,3282.8082450784773,0,5,6
374,duration_60th_percentile,2015-03-01,45,0.8786302509522187,4.102785649086513,3325.3251342484728,1,5,8
375,duration_60th_percentile,2015-03-01,46,0.942591834507659,0.0,3562.997134438951,0,5,7
376,duration_60th_percentile,2015-03-01,47,0.9023969029298565,0.0,3411.060293074858,0,4,6
377,duration_60th_percentile,2015-03-01,44,0.9546720226091664,59.257442600740546,3667.917688063389,1,4,9
378,duration_60th_percentile,2015-03-01,46,0.8906074933868287,0.0,3366.4963250022124,0,5,7
379,duration_60th_percentile,2015-03-01,48,0.8976149622107906,0.0,3392.9845571567885,0,3,5
380,duration_60th_percentile,2015-03-01,46,0.9078735507707003,7.41555718241284,3439.17757909566,1,6,7
381,duration_60th_percentile,2015-03-01,49,0.9305343170015635,0.0,3517.41971826591,0,3,4
382,duration_60th_percentile,2015-03-01,49,0.898955565634932,29.274908715350307,3427.326946815393,2,4,4
383,duration_60th_percentile,2015-03-01,50,0.92393364252843,23.604286374239564,3516.0734551317046,1,2,3
384,duration_60th_percentile,2015-03-01,45,0.9139253659384884,6.345886512807851,3460.983769760294,1,5,8
385,duration_60th_percentile,2015-03-01,44,0.8613209048951578,0.0,3255.793020503696,0,6,9
386,duration_60th_percentile,2015-03-01,48,0.8618239291037221,0.0,3257.6944520120696,0,4,5
387,duration_60th_percentile,2015-03-01,45,0.8938772341620734,2.2834225493476197,3381.139367681985,1,6,8
388,duration_60th_percentile,2015-03-01,47,0.9246655608744551,146.0499059469231,3641.2857260523633,1,3,6
389,duration_60th_percentile,2015-03-01,48,0.9198996311153386,74.74722170748578,3551.967827323466,1,4,5
390,duration_60th_percentile,2015-03-01,52,0.9267212741020457,77.53172162520366,3580.538137730937,1,1,1
391,duration_60th_percentile,2015-03-01,48,0.8871702102234993,0.0,3353.5033946448284,0,5,5
392,duration_60th_percentile,2015-03-01,48,0.8541613878594182,3.4694304234370748,3232.1994765320383,1,5,5
393,duration_60th_percentile,2015-03-01,46,0.9311154184346986,7.676525545752497,3527.2928072289137,1,4,7
394,duration_60th_percentile,2015-03-01,49,0.9038369612261601,0.0,3416.5037134348845,0,3,4
395,duration_60th_percentile,2015-03-01,50,0.9142983768886195,0.0,3456.047864638981,0,3,3
396,duration_60th_percentile,2015-03-01,43,0.8974726162654773,28.693461135509096,3421.1399506190132,1,5,10
397,duration_60th_percentile,2015-03-01,50,0.8919970003722067,0.0,3371.748661406941,0,3,3
398,duration_60th_percentile,2015-03-01,48,0.933565332038946,8.650819881005646,3537.5277749882207,1,4,5
399,duration_60th_percentile,2015-03-01,48,0.9009458013854899,28.95379902557113,3434.5289282627227,1,5,5
400,duration_60th_percentile,2015-03-01,50,0.9162237682987934,3.8773280309851543,3467.2031722004244,1,2,3
401,duration_60th_percentile,2015-03-01,48,0.9320941713671355,248.0694536560104,3771.3854214237813,2,4,5
402,duration_60th_percentile,2015-03-01,48,0.9373706691516948,12.666489592118523,3555.9276189855254,1,4,5
403,duration_60th_percentile,2015-03-01,50,0.912869518277976,0.0,3450.64677909075,0,1,3
404,duration_60th_percentile,2015-03-01,48,0.9051207673589425,11.252536167050607,3432.6090367838533,1,4,5
405,duration_60th_percentile,2015-03-01,49,0.9019587832295481,3.3771052348431567,3412.7813058425354,1,4,4
406,duration_60th_percentile,2015-03-01,49,0.8946759438254906,0.0,3381.8750676603554,0,4,4
407,duration_60th_percentile,2015-03-01,51,0.9468058197905845,22.58837983306671,3601.514378641476,1,2,2
408,duration_60th_percentile,2015-03-01,49,0.9120679967856701,22.33686283706902,3469.9538906869016,1,4,4
409,duration_60th_percentile,2015-03-01,46,0.8799413435062041,41.457496641637135,3367.635775095089,3,5,7
410,duration_60th_percentile,2015-03-01,50,0.9317790061697211,34.32380480916186,3556.448448130707,1,3,3
411,duration_60th_percentile,2015-03-01,47,0.887870914536814,0.0,3356.1520569491568,0,4,6
412,duration_60th_percentile,2015-03-01,49,0.8935018408519867,0.0,3377.4369584205097,0,4,4
413,duration_60th_percentile,2015-03-01,49,0.8540012556313129,0.0,3228.1247462863626,0,4,4
414,duration_60th_percentile,2015-03-01,51,0.8903551773202004,4.98642075732414,3370.5289910276815,1,2,2
415,duration_60th_percentile,2015-03-01,47,0.9173477114610451,0.0,3467.5743493227505,0,3,6
416,duration_60th_percentile,2015-03-01,51,0.9170736315785154,72.15258361941278,3538.690910986201,1,2,2
417,duration_60th_percentile,2015-03-01,52,0.9070948136634455,0.0,3428.818395647823,0,1,1
418,duration_60th_percentile,2015-03-01,50,0.9299323973789659,8.430815831321183,3523.5752779238123,2,3,3
419,duration_60th_percentile,2015-03-01,47,0.924427965555707,99.0294331142552,3593.367142914828,1,3,6
420,duration_60th_percentile,2015-03-01,49,0.910926987911118,6.739278459736397,3450.043292763763,1,3,4
421,duration_60th_percentile,2015-03-01,49,0.9117538140826298,9.732917169987331,3456.1623344023283,1,4,4
422,duration_60th_percentile,2015-03-01,49,0.9208155490066614,0.0,3480.6827752451795,0,3,4
423,duration_60th_percentile,2015-03-01,44,0.896073106819815,0.0,3387.156343778901,0,7,9
424,duration_60th_percentile,2015-03-01,46,0.8992805601625636,0.0,3399.2805174144905,0,5,7
425,duration_60th_percentile,2015-03-01,50,0.8675411417353756,0.0,3279.305515759719,0,3,3
426,duration_60th_percentile,2015-03-01,44,0.8779447203741082,0.0,3318.6310430141284,0,5,9
427,duration_60th_percentile,2015-03-01,50,0.8629759087019157,0.0,3262.0489348932415,0,3,3
428,duration_60th_percentile,2015-03-01,49,0.8438211853553258,0.0,3189.644080643131,0,4,4
429,duration_60th_percentile,2015-03-01,47,0.8872845798952831,11.236963518065295,3365.1726755222357,1,6,6
430,duration_60th_percentile,2015-03-01,50,0.9078773892485835,2.9944433795510577,3434.7709747391973,1,3,3
431,duration_60th_percentile,2015-03-01,48,0.8544635630244295,0.0,3229.8722682323432,0,4,5
432,duration_60th_percentile,2015-03-01,50,0.9080916089532449,0.0,3432.5862818432656,0,3,3
433,duration_60th_percentile,2015-03-01,49,0.863865674381762,0.0,3265.412249163061,0,3,4
434,duration_60th_percentile,2015-03-01,48,0.8492802316716809,0.0,3210.279275718954,0,4,5
435,duration_60th_percentile,2015-03-01,46,0.8764082218559012,6.056290327927172,3318.879368943234,1,5,7
436,duration_60th_percentile,2015-03-01,46,0.8672821501585852,0.0,3278.326527599452,0,5,7
437,duration_60th_percentile,2015-03-01,51,0.8606378428058565,0.0,3253.211045806138,0,2,2
438,duration_60th_percentile,2015-03-01,50,0.8781465912408967,0.0,3319.3941148905897,0,3,3
439,duration_60th_percentile,2015-03-01,47,0.9053514343185503,0.0,3422.2284217241195,0,5,6
440,duration_60th_percentile,2015-03-01,47,0.9389445433002053,85.16512681991435,3634.3755004946897,1,4,6
441,duration_60th_percentile,2015-03-01,49,0.9010344217607971,0.0,3405.9101142558134,0,4,4
442,duration_60th_percentile,2015-03-01,49,0.941854835476677,0.0,3560.2112781018395,0,3,4
443,duration_60th_percentile,2015-03-01,47,0.8719687107743704,9.603541072869575,3305.64526779999,1,5,6
444,duration_60th_percentile,2015-03-01,48,0.871591790507656,39.52738003921638,3334.144348158156,1,4,5
445,duration_60th_percentile,2015-03-01,51,0.8766518920178229,13.566927698913332,3327.3110795262833,1,2,2
446,duration_60th_percentile,2015-03-01,48,0.8661664926961308,0.0,3274.109342391375,0,4,5
447,duration_60th_percentile,2015-03-01,51,0.882591550067103,0.0,3336.196059253649,0,2,2
448,duration_60th_percentile,2015-03-01,47,0.891697356512075,0.0,3370.6160076156443,0,5,6
449,duration_60th_percentile,2015-03-01,46,0.8836678933527907,0.0,3340.2646368735495,0,6,7
450,duration_60th_percentile,2015-03-01,48,0.8778729183803027,0.0,3318.359631477544,0,5,5
451,duration_60th_percentile,2015-03-01,48,0.9354917003320258,108.1248001982658,3644.2834274533234,1,4,5
452,duration_60th_percentile,2015-03-01,51,0.9314332352344633,17.109047357950658,3537.926676544221,1,2,2
453,duration_60th_percentile,2015-03-01,50,0.9452326680199733,21.011473760956846,3593.990958876456,1,3,3
454,duration_60th_percentile,2015-03-01,46,0.8633813773889776,0.0,3263.581606530335,0,5,7
455,duration_60th_percentile,2015-03-01,49,0.914880515364856,26.614854156294427,3484.86320223545,1,3,4
456,duration_60th_percentile,2015-03-01,49,0.8613899527534775,0.0,3256.0540214081448,0,2,4
457,duration_60th_percentile,2015-03-01,46,0.8778801152084927,0.0,3318.3868354881024,0,5,7
458,duration_60th_percentile,2015-03-01,47,0.9190193208381245,24.337289730945713,3498.2303224990565,1,5,6
459,duration_60th_percentile,2015-03-01,47,0.8936452400894198,12.386938189759917,3390.3659457277668,1,4,6
460,duration_60th_percentile,2015-03-01,51,0.8958467246317612,0.0,3386.3006191080576,0,2,2
461,duration_60th_percentile,2015-03-01,50,0.8869726562848428,0.0,3352.7566407567056,0,3,3
462,duration_60th_percentile,2015-03-01,46,0.8875223463627836,0.0,3354.834469251322,0,5,7
463,duration_60th_percentile,2015-03-01,49,0.9430938657039538,7.416132416010441,3572.3109447769552,1,3,4
464,duration_60th_percentile,2015-03-01,50,0.9281495682702365,17.27988001185281,3525.685248073347,1,3,3
465,duration_60th_percentile,2015-03-01,50,0.9706325288643189,37.35124444201654,3706.342203549142,2,2,3
466,duration_60th_percentile,2015-03-01,47,0.8838258287730598,21.950629422856423,3362.8122621850225,1,5,6
467,duration_60th_percentile,2015-03-01,50,0.909875332682738,2.7056797705195095,3442.0344373112694,1,3,3
468,duration_60th_percentile,2015-03-01,46,0.8818254723832128,0.0,3333.300285608545,0,6,7
469,duration_60th_percentile,2015-03-01,47,0.8651522172486769,0.0,3270.2753811999983,0,4,6
470,duration_60th_percentile,2015-03-01,49,0.9159424727170707,7.164446201366445,3469.4269930718933,2,3,4
471,duration_60th_percentile,2015-03-01,51,0.9167216826864116,111.90874208358298,3577.1167026382195,2,2,2
472,duration_60th_percentile,2015-03-01,44,0.8778665790689627,0.0,3318.335668880679,0,6,9
473,duration_60th_percentile,2015-03-01,49,0.8746082428536587,16.875867026222863,3322.895025013053,1,4,4
474,duration_60th_percentile,2015-03-01,48,0.9127078004482162,108.2024745621469,3558.237960256404,1,3,5
475,duration_60th_percentile,2015-03-01,47,0.8801612539628682,0.0,3327.009539979642,0,3,6
476,duration_60th_percentile,2015-03-01,53,0.877074992451414,0.0,3315.3434714663454,0,0,0
477,duration_60th_percentile,2015-03-01,50,0.9456509263603665,21.85690976360911,3596.4174114057946,1,2,3
478,duration_60th_percentile,2015-03-01,50,0.9189681768255707,61.938378608886296,3535.6380870095436,2,1,3
479,duration_60th_percentile,2015-03-01,49,0.9584216810752227,24.62237889646792,3647.45633336081,3,3,4
480,duration_60th_percentile,2015-03-01,48,0.8998001608683438,0.0,3401.2446080823393,0,4,5
481,duration_60th_percentile,2015-03-01,50,0.879347807007853,3.4039863492872655,3327.338696838972,2,3,3
482,duration_60th_percentile,2015-03-01,47,0.8957809905022486,0.0,3386.0521440985003,0,5,6
483,duration_60th_percentile,2015-03-01,46,0.894295831151546,83.38405032941932,3463.822292082263,1,6,7
484,duration_60th_percentile,2015-03-01,51,0.8895969109659504,5.783006476072501,3368.4593299273647,1,2,2
485,duration_60th_percentile,2015-03-01,47,0.9314215315231358,0.0,3520.773389157453,0,4,6
486,duration_60th_percentile,2015-03-01,51,0.863651153090119,69.28627542778634,3333.8876341084356,1,2,2
487,duration_60th_percentile,2015-03-01,50,0.90424969968707,84.4555281742521,3502.5193929913767,1,3,3
488,duration_60th_percentile,2015-03-01,48,0.9004104931983227,9.237206139687828,3412.7888704293473,1,5,5
489,duration_60th_percentile,2015-03-01,48,0.8817384754321455,0.0,3332.97143713351,0,5,5
490,duration_60th_percentile,2015-03-01,45,0.8928417436560654,6.341031919394709,3381.2828229393217,1,5,8
491,duration_60th_percentile,2015-03-01,47,0.9028261061634929,1.7377007845101389,3414.4203820825132,1,5,6
492,duration_60th_percentile,2015-03-01,49,0.9025018953476457,2.4256231235729047,3413.8827875376737,1,3,4
493,duration_60th_percentile,2015-03-01,48,0.8796203672723123,0.0,3324.9649882893414,0,5,5
494,duration_60th_percentile,2015-03-01,51,0.8276377827904401,0.0,3128.4708189478642,0,2,2
495,duration_60th_percentile,2015-03-01,48,0.8891428776438646,9.998010659204738,3370.9580881530133,1,4,5
496,duration_60th_percentile,2015-03-01,48,0.9326493412959405,66.32022230173322,3591.7347324003886,2,4,5
497,duration_60th_percentile,2015-03-01,47,0.8820224889201996,0.0,3334.0450081183544,0,5,6
498,duration_60th_percentile,2015-03-01,48,0.9210334858669873,105.54857050158671,3587.0551470787987,1,4,5
